stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.41,0,8.46,2.25,0.28,0,0,0,0,0,0,0,0,0,0.85,12.4,0,15.78,0,0.85,0,0.28,67.64,6.76,0.28,0.56,0,22.27,0,0,1.41,0.28,0,0.28,0,0,0
21Day,1.11,0.37,0,4.44,0,1.11,0,0,0,0,0,0,0.37,0,0,0.37,0.74,0.37,34.78,0,0,1.11,0,24.42,2.59,0,0.37,0,72.15,3.33,0,1.11,0.37,1.11,1.11,0,0,0.37
3Month,0,0.42,0.1,1.35,0.1,0,0.1,0.42,0.52,0.73,0,1.66,0.62,0,0.83,0.1,1.87,0.42,11.55,0.94,0,0.42,2.81,0.21,0.1,0.31,0.21,0,0,0.21,2.18,0,0,0,0.42,0.42,0.21,0.62
22Month,0,0.27,0,1.37,0,0,0.14,0.41,0,0.68,1.09,7.52,0.27,0.41,0.68,0,0.14,0.27,5.47,0.27,0.14,0.14,0,0.55,0.14,0.41,0.14,0.14,0.14,0,1.64,0,0.14,0,0,0,0,0.27
