stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,197,3,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0.28,0,0.28,0,0,7.33,0,0,0,0,0,0,0.56,3.38,0.28,0,0,0,0,0,0.56,0,0,0,0.28,0,0,0,0.28,0,0,0,0
21Day,0,0,0,9.25,0,3.33,0,0.37,0,0,28.49,0,0,5.92,1.48,0,0,2.59,14.8,1.11,0,0,0,0,1.85,0.74,0,0.37,0,0.37,0,0,0,0,0.37,0,0,1.11
3Month,0.94,3.95,1.04,47.74,0.1,0,3.12,0.21,0.1,5.51,627.74,0,35.89,791.67,7.59,14.87,6.24,6.97,140.11,12.38,2.5,0,4.37,4.58,1.04,0.1,1.46,0.83,0,5.2,8.43,2.81,6.03,0.73,0.1,6.35,8.63,15.08
22Month,1.09,3.28,0.82,16.12,0,0,8.47,0.96,0,1.64,1018.86,1.64,31.16,224.79,16.12,5.06,0.68,1.37,154.55,7.11,0.27,0.68,1.09,0.14,0.82,0.14,0.96,1.64,1.09,3.96,0.82,0,0.96,1.5,0.96,0.68,0,13.39
