stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,1.41,0.28,0,0.28,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,6.29,0.74,0,0,0,0,0,0,0,0,3.33,0,0.74,0.74,0.37,0,0,0.37,0,3.33,0.37,0,0,0,0.74,0,0,0,0,0,0,0,0.74
3Month,0,0.73,0.21,31.31,0,0.31,0,2.6,0.94,0,6.24,1.98,0.1,83.11,0.42,7.28,1.04,1.66,0.83,0,2.91,0.52,0.1,0,0.42,0.1,0,0.1,0.52,2.29,0,0,0,0.73,1.25,2.29
22Month,0.27,2.19,1.23,37.17,0,2.19,0.14,3.01,15.44,3.42,55.21,2.46,2.32,109.59,0.68,4.65,7.52,9.43,0.27,2.19,2.73,0.41,1.5,0.14,1.91,1.5,0.41,0,1.37,0.14,0.68,0.82,0,0.55,0.14,6.83
