stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,385,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.56,1.13,1.69,0,0,0,0,0,0,0,0,0,0.56,1.69,0,0.85,0,0,0,0,15.5,62.01,0,0.28,0,1.97,0.28,0,50.45,0.28,0,0.28,0,0,0
21Day,1.11,0,0,1.85,0,0.74,0,0,0,0,0,0,0.37,0.37,0,0,0.37,0.37,1.11,0,0,0,0,2.96,14.06,0,0,0,0.74,0.74,0,17.39,0,0.37,0,0,0,0
3Month,0,0.1,0.1,3.02,0,0,0.1,0.21,0.42,1.77,0.1,4.58,0.62,0.21,2.5,0.31,1.46,1.14,6.45,24.76,0,0.52,0.42,1.46,0.1,0.1,0,0,0,0.1,4.37,0.21,0,0,0,0.21,8.32,0.73
22Month,0,0.14,0.41,1.37,0,0,0.14,0,0.27,1.09,0.14,28.42,0,0.41,2.32,0,0.27,0.68,1.09,0.55,0.27,0.27,0,0.14,0.27,0.27,0.14,0.27,0.14,0,3.55,0.27,0,0,0,0,0.14,0.14
