stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.56,0,1.13,0,0,0,0,15.78,0.85,0.28,0,0,0.56,0,0,0,0.28,0,0,0,0,0
21Day,2.59,0,1.11,5.18,1.85,0,0.37,0,0,0.37,0,1.11,0,0.74,1.11,0.74,2.59,0.74,6.29,0,0,2.59,0,29.6,3.7,6.66,0,0,3.33,1.85,0,0.37,0,1.11,0.37,0,0,1.11
3Month,0.21,0.21,1.87,5.93,0,0.31,0.31,0.1,1.25,1.98,0,7.91,2.6,0.1,2.39,0.31,1.98,1.56,1.98,0.42,0.31,0.42,0.1,5.1,0,8.95,0.21,0,0.1,1.35,1.87,0.1,0,0,0,0.21,0.94,1.56
22Month,0.14,0.68,0.96,2.6,0,0.27,0.14,0,0.82,2.32,1.09,34.57,0.41,0.14,3.69,0.14,0.27,1.78,1.78,0,0.68,0.27,0,1.5,0.14,5.33,0.27,0.68,0,0,0,0.14,0.27,0,0,0.14,0,0.55
