stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,15.78,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0.28,11.84,0,0,0.56,0,50.73,1.41,0,0,11.84,0,0,0,0,0,0,0
21Day,0,2.96,0,1.48,0,1.85,0,0,0,0.37,0,0,0,0,0,0,0.74,0,58.09,0,0.37,8.88,0,9.99,1.11,0.37,0,2.96,0.37,0,0,0,4.44,0,0.37
3Month,0.21,2.08,0,4.06,0.1,0,0.1,0,0.42,1.77,0.1,4.26,0.94,0,1.46,0.52,5.82,0.62,41.81,4.58,0,1.56,0.31,0.52,0.1,0.42,0,0.31,0.52,1.56,0.1,0.21,47.54,0.31,0.42
22Month,0.27,2.19,0.14,2.87,0,0,0.27,0.14,0,0.96,0.27,10.93,0.14,0.14,0.96,0,2.32,0.55,33.89,0.82,0,0.27,0,0.14,0,0.55,0.14,0,0,0.68,0.14,0,2.05,0,0.41
