stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,2.82,0,5.64,0.56,0,0,0.28,0,0,0,0,0,0,0,0,0.56,2.25,0,1.69,0,0,0,0,6.2,2.25,0,0.28,0.28,0,0,0.28,0,0,0,0,0
21Day,0.74,0.37,0,15.17,0.37,0.74,0,3.33,0,0.74,0.37,0,0.37,0,3.33,0,1.11,0.37,0.37,2.59,0,0,1.11,0,2.59,2.96,0,0.37,0.74,0,0,0,1.11,0.37,0,0,0.37
3Month,0,1.46,0.31,29.75,0.52,0,0.31,0.42,0.62,9.05,12.59,0,3.43,0.73,1.04,3.02,0.94,4.47,0.83,2.91,0.21,0.21,7.28,0.73,1.46,0.1,0.62,0,0.42,0.73,0.73,0.1,0,0.1,1.35,0.94,0.83
22Month,0,3.69,0,12.03,0.27,0,0,0,0,2.19,9.84,0,5.33,0.27,1.5,2.19,0.82,0.82,0.41,1.09,0,0,3.42,0,0.68,0.14,0.41,0.14,0.27,0,0.14,0.82,0.41,0.14,0.14,0,0.14
