stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,48,10,0,46,8,1,2,0,0,0,5,0,0,0,0,10,19,34,67,0,0,0,48,7663,1,0,10,1,0,1,0,0,2,0,0,0
72hpf,114.15,15.22,0,24.24,41.15,28.47,0.28,0,0.28,0,0,0.28,0,1.41,0,9.86,77.23,5.07,116.12,0.56,3.1,0,339.06,2166.85,0.28,23.96,56.37,0.28,0,344.14,2.25,1.41,7.61,0,0,0.28
21Day,32.19,0.74,2.22,44.03,16.65,41.44,2.96,0.37,1.11,0,0,8.88,1.48,8.88,7.03,3.7,33.67,8.51,56.61,0,7.77,0.74,85.84,978.62,0,6.29,18.87,37.37,0,407.36,5.18,12.21,3.7,0,0,6.29
3Month,0.62,4.99,0.1,3.43,2.81,0,0,0.21,0.31,0,0,1.35,1.35,0,0.94,0.1,0.62,0.1,0.31,0,0.62,0.1,0.52,16.54,1.25,0,0.1,0.31,0.62,6.76,0,0,0.52,0.1,0.52,0.1
22Month,0,3.01,0,2.87,6.29,0,0,0.14,0.68,5.33,0,1.23,0.14,0.14,0.27,0,2.19,0.41,0.96,0.27,0.14,0,0,5.47,0.96,0.27,0,0.14,0,5.6,0.14,0,0.41,0.14,0,0.14
