stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,0,0,0,0,0.56,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0.37,1.48,1.48,0.37,1.11,0,0,0,0,0,17.76,0.37,1.48,9.62,0,2.22,0.37,2.59,0,0,0,0,3.33,0.37,0,0,0,0.74,0.37,0,0,0,0.37,0.37,0,0,0.37
3Month,0.1,0.62,6.66,14.46,0.1,0,1.77,0.1,3.95,2.6,0,743.2,4.99,0.1,114.73,2.29,3.95,3.22,4.89,1.25,0.83,2.5,11.03,0.83,0,1.35,1.14,0,0.21,9.78,0.1,1.66,0.21,0,0,2.7,1.66,2.6
22Month,0.55,2.6,9.02,6.42,0,0,2.19,0.27,6.83,4.1,1.78,1333.56,0.68,1.09,179.15,0.82,0.96,3.14,4.37,0.14,12.85,1.09,1.64,1.23,0,1.23,1.23,1.23,0.14,2.19,0,0.41,1.09,0.55,0,0.41,0,1.91
