stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,4,4,3,5,0,0,0,0,4,145,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,2.54,0,0,0,0,22.83,38.05,0,0.28,0,2.25,0,0,2.54,0,0,0,0,0
21Day,0.74,0,0,17.39,0.37,7.03,0,0.74,0,0,0.74,0,0,0.37,0.37,2.59,0,3.33,8.14,2.96,4.07,0,0.37,9.62,0,13.32,16.28,0.37,2.22,0,1.11,1.85,0.74,3.33,0,0,0,0,1.48
3Month,0.1,0.94,0.21,48.26,0.62,0,0.52,1.87,0,4.47,2.08,0,0,4.37,3.33,0.73,2.39,5.2,2.7,2.91,4.47,0.52,0,34.64,0.52,3.43,0.62,1.25,3.22,0,0.1,0.42,4.26,0,0.21,0.1,5.1,3.54,9.47
22Month,0,1.37,0.68,35.39,0,0,0.68,0.68,0.14,2.32,2.87,2.19,0,12.44,1.23,0.96,3.28,3.14,0.41,3.83,3.01,0,0.41,24.46,0,1.37,0.68,2.05,4.65,0.14,0.27,0,1.78,0.27,0.27,0,0.41,0,4.1
