stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte
24hpf,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,6,115,0,0,2,0,0,0,0,0,2,0,0
72hpf,2.82,0,2.54,2.82,2.82,0.28,0,0,0,0,0,0,0,0.28,0,1.13,5.64,0.28,3.38,0,0.85,0,0.28,344.14,35.23,0.28,1.97,7.33,0,0.28,4.23,0.56,0.28,0.56,0,0
21Day,1.48,0,1.85,0.37,2.59,0,0,0,0.37,0,0,0.37,0,0.74,0,0,2.22,0.37,5.18,0,0,0.37,0,130.98,14.43,0,0.74,0.74,3.7,0.37,2.59,1.11,0,0.74,0,0
3Month,0.1,0.62,5.1,0.1,0,0,1.04,0.21,0.31,0,0,0.83,0.21,0.1,0.62,0.42,0.52,0.52,3.74,0.83,0,0.42,0,3.33,0.73,1.46,0.42,0,0.31,7.18,0,0,0,0.62,0.42,0.31
22Month,0,0.27,0.96,0.14,0,0,0,0,0.27,0.14,0,1.5,0,0.14,0.27,0,0,0.14,0.41,0.14,0,0,0,2.73,0,2.19,0.14,0,0,7.24,1.5,0,0,0,0,0
