stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.17,1.13,0,7.61,0.56,7.33,0,0,0,0,0.28,0,0.28,0,4.23,22.27,1.13,9.3,0.85,0,0,603.15,51.01,0.28,0.28,0,12.68,0,0,7.89,0,0,0.56,0,0,0
21Day,2.22,0.37,0,7.77,0,3.7,0,0,0.37,0,0.37,0,2.22,1.48,0,2.22,1.11,2.22,0,1.48,0,104.71,4.81,0,0.37,0,1.11,5.92,0,0.37,0.37,1.11,0.37,0,0,0
3Month,0.1,0.21,0.1,15.91,0,0,0.1,0.31,0.62,0,6.97,0.52,0,1.14,0.21,21.01,0.62,0.62,0,0.21,0.1,0.21,0,0.1,0,0,0,0.31,1.25,0,0,0,0,0.1,0.21,0.42
22Month,0,0.14,0,0,0,0,0.14,0,0.27,0.27,5.19,0.27,0.55,0.55,0,1.91,0.41,0.27,0.14,0,0,0.41,0,0,0,0.14,0,0,0.96,0,0,0,0,0,0,0
