stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,21,0,3,0,0,0,0,0,0,0,0,0,0,2,0,28,9,0,0,0,1,3,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,12.12,1.69,0,18.88,2.54,2.54,0,0.56,0,0,3.66,0,1.97,0,2.25,0.28,78.35,71.59,14.09,19.73,0,35.79,1.97,11.84,23.68,67.08,0.85,0,0,22.27,7.05,0,0.28,8.46,0.28,0,5.07,0,0,0
21Day,21.09,2.59,7.4,87.69,1.11,14.06,0,22.2,0,1.11,13.32,0,85.84,3.33,35.15,22.2,5.18,51.43,33.67,80.29,0.74,0.37,5.55,5.55,22.2,56.98,2.96,1.48,0,88.06,19.98,0,2.59,17.76,1.48,5.18,2.96,0,0,10.36
3Month,8.32,10.92,37.45,199.4,0.73,0,12.27,4.47,0.42,44.73,121.8,0.94,3107.51,64.07,9.26,366.76,25.17,61.37,141.36,204.39,89.56,8.84,27.46,92.37,5.51,2.29,14.25,8.63,0,6.76,63.97,0.31,80.51,4.47,0.42,0,1.56,14.87,17.89,32.25
22Month,2.73,9.29,24.32,46.73,0.27,0,12.57,1.23,0.55,21.04,154.55,21.86,3017.49,27.19,21.45,278.49,2.05,8.34,228.34,153.32,7.38,79.53,11.62,5.33,3.01,0.96,6.7,7.24,11.89,2.32,6.56,0,31.02,4.51,2.6,0.14,0.41,0.82,0,11.62
