stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,6,0,28,0,1,0,0,0,0,0,5,0,0,0,1,2,13,15,25,0,0,0,1,15,161,0,0,0,6,0,0,1,0,0,3,0,0,0
72hpf,3.38,1.69,0,11.56,1.13,1.13,0,0,0,0,0,0.28,0.28,0,0.56,0.56,8.17,33.54,1.41,19.17,0.28,5.07,0.56,1.41,25.93,31.29,0.28,0.28,0,20.01,1.41,0,5.07,1.13,1.13,2.54,0,0,0
21Day,14.8,3.7,2.96,61.05,1.11,13.69,0,5.18,1.11,1.48,0,0,51.43,1.11,7.4,50.69,4.44,20.35,9.25,52.91,0.37,0.74,8.88,1.85,34.78,25.9,2.22,2.22,0,22.57,13.32,1.11,4.44,2.22,6.29,1.48,0,0,3.7
3Month,0.1,1.14,2.18,14.98,0.1,0,0.21,0.73,6.35,2.91,0,0,270.34,4.89,0.62,50.55,2.81,4.06,3.64,4.58,1.25,0.31,3.74,4.37,0.62,0.21,1.56,0.73,0,0.31,5.72,19.87,0.1,0,0,0,2.08,3.43,2.5
22Month,0.27,1.5,2.73,3.69,0,0,0.82,0.14,2.19,5.33,2.6,0,330.28,2.19,1.09,51.93,0.68,0.96,4.78,4.78,0,2.87,1.5,0.27,0.27,0.14,0.55,1.5,1.5,0,0.96,3.28,0,0.68,0,0,0.55,0,0.96
