stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,19,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,14,0,0,0,0,6,96,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,1.41,2.82,0,15.5,1.69,1.41,0,0,0,0,0,0,0,0,0,0,1.41,5.64,0.28,26.78,0,0.28,0.56,0,107.67,23.68,0,6.48,16.07,0,0,15.22,0.28,0,0.56,0,0,0
21Day,4.07,1.11,0,18.13,0.74,3.7,0,0.74,0,0,0,0,0,0,1.85,0.74,0.37,8.51,0.74,42.92,0,0,4.07,0,56.98,22.94,0.74,1.11,6.29,4.44,1.11,7.77,0.74,1.48,0.74,0,0,0
3Month,0.31,1.46,0.1,5.82,0,0,0.1,0.1,0.1,0.31,1.56,0,9.78,1.66,0.21,1.35,0.1,4.99,1.66,9.05,0.94,0,2.91,0.42,2.29,0.73,0.52,0.73,0.62,1.35,9.99,0.31,0,0,0.31,9.05,4.78,1.35
22Month,0.41,2.6,0.41,5.47,0,0,0.27,0.27,0,0.82,3.69,5.74,57.39,1.23,0.96,5.19,0.27,1.91,3.55,18.31,0.27,1.5,2.32,0,4.37,0.68,1.09,1.23,0.27,0.41,5.06,1.5,1.23,0,0.27,2.73,0,2.32
