stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,0,2.25,0,0,0.28,0,5.64,3.1,0,0.28,0,2.82,0,0,0.28,0,0,0.28,0,0,0
21Day,0.37,0,0,4.07,0.74,0,0.74,0,0.37,0,0,0,2.59,0,0.37,1.11,0,2.22,0,0,0,0,2.96,2.22,0,2.59,0,2.96,0.37,0,1.48,0.37,0.37,0,0,0,0
3Month,0,0.52,0.1,2.5,0,0.21,0,0.1,5.93,0,5.41,0.42,0.21,0.83,0.31,0.62,1.25,1.04,0.21,0,0.1,0.1,0,0,0.31,1.04,0,0,0.31,1.56,0,0,0,0,0.21,2.39,0.83
22Month,0,0.27,0,0.55,0,0.14,0,0.55,9.98,0.68,8.88,0.27,0.14,1.37,0.14,0,1.23,0.68,0,0.14,0.27,0,0,0,0,0.14,0.27,0,0.14,0.14,0,0.14,0,0,0,0,0.27
