stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,84,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,10.15,0.56,0,0.28,0,0,0,0,0,0,0,0,14.09,136.98,0,1.41,0,1.41,0,0,9.3,2.54,0.28,0,0,1.69,0,0,0.85,0,0,0.28,0,0,0
21Day,0.37,0,0.74,155.76,1.85,0,0,0,1.48,0,0,0,0,1.48,4.07,9.62,162.05,0.37,4.44,0,0.37,0,0,6.29,2.59,0.74,0,0,1.85,2.96,0,0,1.11,1.48,0.37,0,0,0.37
3Month,0.1,0.52,4.26,98.4,0,0.52,0.21,0.1,8.22,2.08,0,8.11,2.18,0.31,47.33,7.28,3.33,1.04,2.08,0.73,0.31,0.62,0.73,1.04,0,2.29,0,0,0.1,1.98,1.46,0,0,0,0,0.21,1.35,1.14
22Month,0,2.05,8.47,44,0,0.27,0.14,0,19.68,6.29,1.78,32.11,2.32,0.96,75.84,3.14,1.37,2.73,3.55,0.27,1.5,1.37,0,0.96,0.14,2.32,0.96,0.27,0,0.14,0.14,0.41,0.41,0,0,0.55,0,1.78
