stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Granulocyte,Hatching_gland,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,0,0,2.82,0,0,0,0,0,0,0.85,0,3.1,0,0,0,1.41,0.56,0,0,0.85,0.28,0,0,0,0,0
21Day,0.37,0.37,2.96,0.37,0.37,0,0,0,0,5.55,0,1.85,0,1.11,0,0.37,0,0,0,0.37,0,0.37,0,0,0,0.37
3Month,0,0.83,1.14,0,0,0.1,0,0.21,0,0.31,0.42,2.08,0,0.1,0.1,0,0,0.21,0,0.62,1.04,0,0.1,4.68,0.31,0.21
22Month,0,0.14,0.27,0.14,0,0.14,0,1.5,0.14,0.14,0.41,0.27,0.14,0.27,0,0,0,0,1.09,0,0.27,0,0,0.14,0,0
