stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,2.54,0.28,0,0,0,0,0,0,0.56,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.37,0,0,0.74,0,0,0,0,0.74,0.74,0,0.37,0,0.37,0,0,0,0,0,0,0,0
3Month,0.1,0.21,0.21,3.74,0,0,0.31,0.1,0.52,2.18,0,7.7,0.94,0,1.46,0.52,1.14,1.87,1.56,0.42,0.21,0.42,0.21,0.21,0,0,0.1,0,0.21,0.21,2.08,0,0,0,0.52,0.73,1.35
22Month,0.14,0.82,0.41,2.05,0,0,0.14,0,1.09,5.88,0.68,32.66,1.91,0.41,3.83,0.14,0.82,2.19,3.01,0,0.27,0.55,0.14,0.27,0,0.96,0.14,14.07,0,0.14,0.27,0.27,0.96,0,0.27,0,0.55
