stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,3,15,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,1.41,0.85,1.41,0,0,0,0,0.85,1.41,0,0,0,0,0,0.28,0,0,0,0,0
21Day,0.37,1.11,0,6.29,0,0.74,0,0,0,0.37,0,0.74,0,1.11,0,0.74,1.85,1.11,2.22,0,0,0,0,0,0.74,0,0,1.48,0,0,0.74,0.37,0.37,0.37,0,0
3Month,0.21,1.66,0.73,17.68,0.1,0,0.31,0.52,2.7,6.66,0.1,12.07,5.41,0.42,11.86,1.56,5.72,10.4,5.62,0.73,0.1,1.66,0.62,0.31,0.21,0.62,0.1,0,0.52,4.47,0.1,0.1,0,2.5,2.18,7.8
22Month,0,2.05,1.5,3.55,0,0,0.14,0,1.64,7.24,1.5,13.12,1.64,0.55,10.93,0.41,1.23,7.52,1.23,0,0.14,0.41,0,0,0,0.27,0,0,0,0.68,0.68,0.14,0,0.27,0,1.64
