stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,23,8,0,102,2,0,0,0,0,1,0,0,3,0,0,0,0,7,6,18,174,0,0,0,0,70,1625,0,0,16,0,0,0,0,0,1,0,0,0
72hpf,5.36,3.38,0,10.99,7.61,2.25,0,0.28,0,0,0,0,0.28,0,0,0,0,1.13,8.74,0.28,101.18,0,0.28,0.56,0,48.2,111.89,0.28,0.28,97.24,0,0,18.88,0,0,4.23,0,0,0
21Day,2.59,1.85,1.11,17.76,2.96,7.4,0,0.37,0,0.37,0.37,0,0,1.48,0,1.85,0.37,0.74,2.96,1.11,155.76,0,0,3.7,0,14.8,58.83,0.37,0.74,177.22,8.88,0,17.39,0.37,1.11,8.14,0.37,0,0.74
3Month,0.1,0.52,0,5.1,1.56,0,0.21,0,0.83,0.31,3.33,0,0,2.91,1.35,0,1.25,0.52,9.26,1.46,84.36,20.08,0,1.66,0.21,0.62,1.14,0,0.42,0.62,0.52,2.7,0.52,0.1,0,1.87,1.98,0.31,0.73
22Month,0,1.09,0,3.83,1.09,0,1.09,0.14,0.27,0.14,2.73,0.82,0,9.57,0.68,0.27,1.37,0.14,3.28,2.32,124.76,5.06,0.14,0.55,0,2.19,1.64,0.14,0.14,0.82,0.14,3.28,1.64,0.14,0,0.82,0,0,0.41
