stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7,2,0,4,0,0,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,1.97,0.28,0,0,0,0,0,0,0,0,0,0.56,1.13,0,1.41,0,0,0,0,4.79,4.23,0.28,0,1.69,0,0,0.85,0.56,0.56,0,0,0
21Day,0.37,0,0,1.11,0.74,0.37,0,0,0,0,0,0.37,0,0.37,0.37,0.37,0.37,0,1.11,0,0,0.37,0,1.11,1.85,0,0,0,1.11,0.74,0,0,0.74,0,0,0
3Month,0.31,0.62,0.52,17.47,0.83,0,0.1,0.1,1.04,2.08,0.1,33.39,1.98,0.1,5.3,4.06,2.5,2.08,2.81,0.31,0,0.31,2.29,3.54,0.21,2.6,1.04,0.31,1.87,26.11,0,0,0.42,1.56,251.1,2.39
22Month,0,0.55,0,7.93,0.14,0,0.27,0.14,0.82,1.78,0,31.43,0.68,0.96,3.96,0.55,0.41,2.05,1.64,0.14,0.27,0.55,0,0.68,0,0.27,0.68,0.14,0,6.29,0.14,0.27,0,0.27,0.68,0.14
