stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,2,30,0,0,0,7,0,0,0,0,0,1,0,0,0
72hpf,1.97,2.25,0,2.25,5.64,0.56,0,0,0,0,0,0,0.56,0,0,1.41,0.56,2.54,0,24.8,0,14.09,0.56,0.56,5.92,6.76,0,0,0,60.03,0,0,0,0.85,0.28,1.13,0,0,0
21Day,2.22,0.74,0.37,6.66,1.48,1.85,0,1.48,0,0,0,0,24.42,8.14,3.33,0.37,0.74,2.22,1.11,18.5,0,0.37,2.22,0.74,7.03,4.07,0,0.37,0,40.33,4.81,0,0,2.22,0.37,0.37,0.37,0,4.07
3Month,0.42,17.27,4.58,31.21,0.73,0,3.02,0.31,0.21,17.16,18.83,3.22,1178.93,427.41,1.25,18.2,3.64,6.55,16.43,46.7,19.04,1.04,12.48,6.76,3.85,0.73,3.12,1.77,0,2.39,13.21,1.25,10.4,5.82,0.21,1.35,5.62,14.46,17.37
22Month,1.23,21.45,1.91,12.57,0.14,0,4.78,0.96,0,4.1,17.76,3.14,2140.75,153.32,1.23,9.29,0.82,3.14,16.12,28.83,0.55,30.61,5.74,0,2.87,0.14,2.32,2.32,3.28,0.68,2.05,0,2.46,17.9,2.19,0.14,0.96,0,8.61
