stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.56,0,0,6.48,2.25,0,0,1.41,0,0,0,0,0
21Day,0,0,0,1.11,0.37,0,0.37,0,0,0,0,0,0,0.37,0,0,0.37,0.37,1.11,1.11,0,4.07,1.48,0,0.37,0,0,0.37,0,0,0
3Month,0.1,0.1,0.1,5.72,0,0,0,0.21,0.21,0,0,1.25,0.21,0.1,2.5,0.42,0.31,2.18,0.62,0.83,1.25,0.1,0,0.42,0.42,0,2.39,0,4.68,16.23,0.31
22Month,0,0.14,0,2.05,0,0.14,0,0,0.27,0.14,0,1.37,0,0,0.55,0,0.27,0.27,0.14,0.14,0,0.14,0,0.27,0.14,0,0.27,0,0.41,0,0
