stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,24,1,0,0,9,0,0,0,0,0,0,0,0,0
72hpf,3.66,3.1,1.69,1.97,3.1,0,0,0,0,0,0,0,0.28,0,0.56,4.23,1.41,16.63,0,0,0,0,293.97,14.09,0.85,0.56,0,20.29,0,0,4.23,0,0,0.85,0,0,0
21Day,4.07,1.11,2.96,3.7,6.29,0,0.37,0,0.37,0,0.37,0,4.81,0.37,0.37,2.59,2.22,25.9,0,0,4.44,0,154.28,5.92,0.37,1.11,0,7.03,3.33,0,5.18,1.11,1.48,0.37,0,0,8.14
3Month,0.31,3.12,3.43,0.21,0,0.21,0,0.31,0.52,0.1,2.6,1.14,0.31,2.29,0.1,0.94,1.04,4.58,1.14,0,0.42,0.1,0.73,0.1,4.89,0.1,0,0,0.62,1.87,0,0,0,0,0.73,0.42,25.69
22Month,0,5.06,2.87,0.14,0,0,0,0.27,0.82,0.41,11.75,0.68,0,1.09,0.27,0.14,1.09,3.42,0.14,0.27,0.14,0,2.6,0.14,6.42,0.27,0.14,0,0,0.41,0.41,0,0,0,0,0,10.39
