stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.38,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,3.1,0,1.13,0,0,0,0,7.33,1.13,0.28,0,1.97,0,0.56,0.85,0,0.56,0,0,0
21Day,0.74,0.74,0,11.47,1.85,0.37,0,0,0,0,0,0,0,0.37,0.37,0,1.11,1.11,2.22,0,14.8,0,0,0.74,0,5.18,2.59,0.74,0.74,3.7,0.74,0.74,0.74,0.37,0,0,0,0.37
3Month,0.1,0.83,0.52,13.42,0.1,0,0.31,0,0.1,1.77,0.62,0,0,8.11,0.62,0,6.24,0.94,3.74,0.94,2.39,0.42,0,1.46,1.35,0.83,0.1,1.25,0.21,0.21,0.42,9.36,0.1,0,0.1,1.56,11.86,0.42
22Month,0.14,0.82,0.55,9.98,0,0,0.27,0.14,0,0.82,0.55,1.78,0,21.73,0.14,0.14,8.2,0.68,1.37,1.09,2.6,0.14,0.41,1.37,0,0.68,0,1.91,0.55,0.14,0,2.6,0.82,0,0.27,0.55,0.14,0.27
