stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,14,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0.56,0,0,0,0,0,0,0.28,0,0,0,0.28,0.85,0,0,0,0,0.85,0,9.02,1.41,0.56,0,0,1.69,0,0.28,0.56,0,0,0.28,0,0,0
21Day,1.48,0,0,19.24,0,0.37,0,0,0,0,0,0.74,0,0.74,0,0,1.48,0,1.85,0,0,15.54,0,10.73,3.33,10.36,0,0,1.11,1.48,1.11,0.74,0.37,0.74,0,0,0,1.48
3Month,0.1,0.42,0.31,6.76,0.31,0,0.1,0,0.21,0.42,0,3.95,0.94,0,1.98,0.31,0.52,0.52,1.35,0.21,0.1,0.1,0.42,0.94,0,38.07,0.83,0,0,0.52,10.3,0,0.1,0,0.21,0.21,10.3,0.62
22Month,0,0.41,0,3.42,0,0,0,0.27,0.68,0.96,0.55,17.08,0.55,0.41,1.5,0,0.14,0.96,0.55,0,0.41,1.37,0,0.55,0.14,26.78,0.27,0.14,0,0,3.55,0.14,0.14,0,0,0,0,0.41
