stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0.56,0,0,0,0,0,0,0.28,0,0,0,0,0
21Day,0,0,0,0.74,0.37,0.74,0,0,0,0.37,0,8.14,0,0,0,0,0.74,0,0,0,0,0.37,0,1.11,0,0,0,0,0.37,4.44,0,0,0,0,0,0,0
3Month,0.21,1.25,5.51,16.75,0,0,2.29,0.1,3.43,4.58,0.1,1000.96,5.93,0.42,19.97,2.7,4.89,3.74,5.3,1.35,2.39,3.85,1.98,0.94,0.31,1.25,1.66,0,0.52,16.02,4.47,0.42,0,0.1,2.5,1.04,6.14
22Month,0.27,0.41,1.09,3.69,0.14,0,2.05,0,0.68,2.46,0.68,622.03,0.55,0.14,5.47,0.27,0.27,1.91,3.01,0,39.22,0.27,0,0.27,0,0.41,0.14,0.41,0.14,1.5,1.09,0.41,1.09,0,0.41,0,0.96
