stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,197.58,4.23,0,6.48,1.41,11.27,0.56,0,0,0,0,0,0.28,0,2.82,25.93,2.82,23.39,0,0.56,0.28,0.28,102.59,55.24,0.56,2.54,21.98,0.28,0,9.02,0.56,0.28,1.69,0,0,0
21Day,209.04,2.59,5.92,103.6,4.81,69.56,12.58,0.74,4.44,0,27.01,4.81,34.04,19.24,10.36,59.94,24.05,157.98,0,0,14.8,0.74,144.66,67.71,2.96,4.44,52.54,28.86,0,13.32,5.18,19.61,6.29,0.37,0,19.24
3Month,0.52,0,0,1.14,0,0,0,0,0.1,0,0.62,0.31,0,0,0,0.21,0.42,0.31,0.52,0,0.1,0,0,0,0.1,0,0,0,2.81,0,0,0,0,0,0.31,0.1
22Month,0,0,0,0,0,0,0,0,0,0.14,1.09,0,0,0.14,0,0.14,0,0.14,0,0,0,0.14,0.27,0,0,0,0,0,12.71,0,0,0,0,0,0,0
