stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,35,0,1,0,0,0,0,0,0,0
72hpf,1.41,0.56,0,2.25,1.13,0.28,0,0,0,0,0,0,0,0,0.56,1.41,0,11.56,0,0.56,0,2.25,13.25,0,8.74,0.28,0,2.54,0,0,0,0
21Day,0.74,0,0,2.96,0.37,1.48,0,0,0,0,0,0,1.11,0,0,0.74,0.37,10.73,0,2.22,0,1.11,3.7,0,4.44,0.37,0.37,1.48,0.37,0.37,0,0
3Month,0,0.1,0,1.25,0,0,0.1,0.1,0.21,0,2.5,0.1,0.21,0.73,0,1.35,0.1,1.14,0.62,0,0.21,0,0.21,0,0.1,0.21,2.6,0,0,0.83,9.57,0.1
22Month,0,0.14,0.14,1.37,0,0,0,0,0,0.14,6.42,0,0.27,0.14,0,0.41,0.41,3.14,0,0,0,0,0,0.14,0,0,1.09,0.14,0,0.55,0,0.41
