stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,0,0,0,0,4,44,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,2.82,1.41,0.28,0,0,0,0,0,0,0,0,1.41,0,5.64,1.69,0.28,8.17,0,0.56,0.85,0.28,39.18,8.74,0.56,0,8.74,0.28,0,0.28,2.54,0,0,1.13,0,0,0
21Day,4.81,0,0,4.81,0,3.7,0,2.22,0,0,0,0.37,0.37,0,9.25,0.37,0.74,1.11,4.44,12.58,0,0,0.37,0,19.24,2.96,0.37,0.37,4.44,0.37,0,0.37,2.59,0,0.37,0,0,0,11.47
3Month,0.1,0.94,0.42,6.87,0,0,0.21,0,0.21,0.94,3.22,0,17.27,4.26,1.25,5.41,0.73,3.43,4.06,2.7,0.73,0,0.62,0.42,0.42,0,0.31,0.21,0,0.73,0.1,11.03,0,0,0,0.1,0.42,1.56,12.79
22Month,0,1.64,0.41,3.28,0,0,0.14,0.82,0,1.64,10.52,1.91,26.78,1.5,3.42,4.37,0,0.68,11.07,3.83,0,0.41,0.82,0.27,0.27,0.14,0.82,0.14,0,0.14,0,3.55,0.41,0.14,0,0.27,0.41,0,6.97
