stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.13,0.85,0.56,0,0,0,0,0,0,0,0,0,0,1.41,1.69,0,3.38,0,0,0,9.3,5.92,0,0,2.82,0,0,2.25,0,0.28,0,0,0
21Day,0.74,0.74,5.18,0,1.11,0,0.37,0,0.37,0,0.74,0,1.48,0.74,0,5.18,2.22,10.73,0,2.59,0,4.81,1.85,0,1.11,2.59,1.48,0,1.11,0.37,0,0,0,0.74
3Month,0,0.52,6.45,0,0,0.31,0.31,0.73,2.08,0,1.35,1.87,0.1,1.35,0.42,0.94,2.81,2.39,0.31,0.31,0.1,0.42,0,0.1,0.1,0,0.31,0.42,0.1,0,0,0.52,0.21,2.5
22Month,0,0,0.14,0,0,0,0,0.14,0,0.14,0.68,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0
