stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,22,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,1.13,1.97,0,0,0,0.85,0,0.56,0,0,0,0,0
21Day,0,0,0,0.74,0,0,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0.37,0,0,0,0.37,0.37,1.11,0,0,0,0,0
3Month,0,0.42,0.31,3.54,0,0.31,0.94,0,3.64,1.56,1.46,0.21,1.56,0.52,1.25,0.21,0,0.21,0.31,0.31,0,0.1,0.1,0,0,1.56,190.04,0,0.1,0.62,17.06,0.94
22Month,0.14,0,0.41,1.37,0,0.27,1.5,1.91,11.75,0.41,1.09,0.41,0.41,0.55,1.23,0,0.14,0,0.27,0.14,0,0.14,0,21.32,0.14,0.14,27.33,0.27,0,0,0,0.14
