stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,4,8,0,0,0,0,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.28,1.41,0.28,0,0,0,0.56,0,0,0,0.28,0,0,0.56,0.56,5.07,0,0.28,0.56,0,50.45,9.02,0.28,0.28,0,3.38,0,0,7.61,0,0,0.56,0,0,0
21Day,1.48,1.11,0,7.77,0.74,2.59,0,0.74,0,1.11,0,4.81,0,1.85,1.48,0,1.48,2.22,27.38,0,0.37,1.48,0,40.7,25.9,0.74,1.48,0,10.73,2.59,0.37,8.88,0.74,1.11,4.81,0,0,2.59
3Month,0,0.42,0.31,5.62,0,0,0.21,0,0.21,2.7,0.1,37.24,1.77,0.21,1.25,0.62,7.07,3.43,3.12,0.42,0.21,0.31,0.1,0.62,0,0.42,0.31,0,0.1,1.35,3.43,0.21,0,0,0.21,2.29,0.62,1.77
22Month,0.14,1.23,0.27,3.28,0,0,0.55,0,0.55,6.29,6.01,129.54,2.6,0.41,11.75,0,0.68,4.51,11.21,0.27,3.83,0.27,0,0.41,0,0.68,0.41,0.14,0,0.27,0.55,0.96,0.14,0,0,0.27,0,2.87
