stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,14,0,35,1,1,0,1,0,2,0,0,0,0,0,2,15,29,104,0,0,0,1,12,1237,0,0,0,9,0,0,1,0,0,1,0,0,0
72hpf,6.48,1.97,0,12.12,2.25,3.38,0,0.85,0,0.28,0,0.28,0,2.25,0,4.79,14.66,1.13,46.22,0,1.41,0,0.56,49.32,214.77,0.28,0.28,0,19.73,1.41,0,8.46,0,0.28,0.56,0,0,0
21Day,18.87,1.85,0.37,25.53,0,23.31,0,13.32,0,1.11,0,0.37,0.37,19.24,0.74,1.48,7.4,5.55,76.59,0.37,0,2.22,0,11.1,66.6,0.37,0.74,0,17.39,5.18,1.85,11.47,0.37,1.11,0.37,0,0,6.29
3Month,0.31,0.73,1.04,26.32,0.1,0,1.04,2.29,1.46,7.8,0.1,12.79,3.85,4.06,5.1,1.14,8.22,7.28,5.1,0.73,0.1,0.62,1.14,0.94,1.46,0.31,0.1,0,0.31,1.46,213.03,0.52,0,0,0.1,3.02,20.49,9.88
22Month,0,0.68,0.96,4.78,0.14,0,0.55,1.37,0.82,11.07,0.27,26.92,2.19,10.11,7.52,0.27,0.68,9.7,3.96,0.41,1.64,0.55,0.14,0.14,0.27,0.41,0.27,1.09,0.14,0.14,31.84,0.14,0.27,0,0.14,0.14,0,2.73
