stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,14.66,0,0,0,0,0,0,0.28,0,0,0.85,0.85,1.41,0,0.28,0,0,6.48,2.25,0.28,0,0,0,0,0,0,0,0,0
21Day,4.44,0.74,2.22,10.73,11.84,17.76,0,2.59,1.48,4.44,1.48,4.44,2.59,0.74,7.77,3.7,20.35,0.37,0,5.92,0,301.54,12.58,2.22,0.37,9.25,12.58,0,6.66,4.07,5.18,5.92,4.81
3Month,0,0,0.1,0.31,0.83,0,0.1,0,0,1.66,0.1,0.1,0.31,0,0.1,0.1,0,0,0,0.1,0.1,1.77,0.1,1.25,0.1,0.1,0,0.94,0.73,0,0,0,0.1
22Month,0,0,0,0.14,0,0,0,0,0,2.19,0,0,0.14,0,0.14,0,0.14,0,0.14,0,0,1.09,0,0,0,0,0,0.96,1.5,0,0,0,0
