stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,18,2,8,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.97,0,3.38,0.56,1.13,0,0.28,0,0,0,0,0,0,0.56,0,1.69,7.89,0.85,7.61,0,0.28,0.28,0,5.36,9.02,0,0,0,5.64,0,0.28,1.69,0,1.69,0,0,0
21Day,2.96,2.22,0.37,21.83,0.37,6.66,0,1.48,0,0,0.74,0,1.48,0.37,4.07,0,0.37,8.14,1.48,10.36,0,0,2.22,0.37,5.18,3.33,0,0,0,5.18,2.22,0,2.22,0,0.37,0,0,1.11
3Month,0,1.66,0.83,13.31,0.21,0,0.1,0.62,0.1,1.14,2.5,0,19.56,4.99,0.52,6.45,0.62,4.16,4.16,6.45,1.35,0,3.22,1.46,0.31,0.31,1.14,1.35,0,0.62,0.94,7.91,0.1,0,0.1,3.95,2.08,2.08
22Month,0.14,1.78,0.55,4.65,0.14,0,0.55,0,0.14,0.14,2.46,1.23,34.98,2.19,0.96,7.93,0.41,0.82,4.65,4.78,0.14,0.55,1.37,0.27,0,0.14,1.37,0.27,0.14,0.41,0,1.23,0.41,0.14,0.14,0.68,0,1.23
