stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,1.13,9.58,0.28,0.85,0,0,0,0,1.69,1.41,0,0,0,0,0.28,0,0.28,0,0.28,0,0,0
21Day,0,0.74,0,0,0,0.37,0,0,0,0,0,0,0,2.22,0,1.48,0.74,1.85,0,0,0,0,0.74,2.22,0,0,0,0.74,0.37,2.59,0,0,0.74,0,0,0
3Month,0.21,0.83,0.21,3.64,0,0,0.1,0.73,1.66,0,3.85,1.46,0.42,1.87,0.21,0.73,5.62,5.1,0.21,0,0.31,0.21,0.52,0.42,2.7,0.1,0,0.1,0.83,83.53,0.31,0,0.52,0.62,15.08,0.62
22Month,0,0.96,0.82,2.05,0.27,0,0.14,0,2.19,0.82,12.98,0.27,0.41,1.91,0.27,0.14,2.05,7.79,0.14,0.55,0.14,0.14,0.55,0,3.55,0,0.82,0.14,0.14,22.27,0.55,0.14,0.41,0,0,0.55
