stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,3,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
72hpf,0,0,3.95,0,0,0,0,0,0,0,0,0,0.85,29.59,0,0.56,0,0,0,0,1.13,0.85,0.28,0,0.85,0,0,0.85,0,0,0
21Day,0.74,0,20.35,0,0.37,0,0,0,0,0,1.11,0,1.85,9.99,0,0.74,0,0,0.37,0,0,1.11,0,0,0.37,0,0.37,0,0,0,0.37
3Month,0,0.21,37.13,0.1,0.21,0.42,0,0,3.02,0.52,0.1,0.83,1.77,2.5,0.94,1.25,0.21,0.21,0.31,0.21,0,0,0,0.31,0,0.73,33.49,0,0.21,67.82,1.04
22Month,0,0.14,0.96,0,0,0,0.14,0,0.68,0,0,0,0.14,0,0.27,0,0,0,0,0,0,0,0,0.14,0,0,2.73,0,0,0.14,0
