stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,9,0,22,1,1,0,0,0,0,0,0,0,0,0,0,3,1,16,0,0,0,1,14,75,0,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,4.79,5.64,0,6.2,0.85,0.85,0,0,0,0.28,0,0,0,0,0,1.41,9.02,0,20.01,0,0.28,0.28,0.28,69.62,11.56,0.28,0,0,15.78,0,0,2.54,0.28,0.28,1.69,0,0,0
21Day,7.03,1.85,0.37,6.66,0.37,2.22,0,0,0.37,0.74,0,0,0,0.74,0,0.74,4.81,1.85,19.61,0.37,0,2.59,0,27.75,7.03,0.37,0.74,0,9.25,2.59,0,0.74,0.37,0.74,1.48,0,0,0
3Month,0.1,2.7,0.1,7.8,0.21,0,0.21,0,0.62,0.94,0.21,15.91,0.62,0.21,1.77,0.73,2.81,1.35,8.95,2.91,0,1.66,0.52,0.52,0.21,0.94,0.21,0,0.83,0.21,4.16,0.1,0,0,0.21,2.18,0.94,3.02
22Month,0.55,5.6,0.14,8.2,0.14,0,0.82,0.14,0.41,0.68,6.15,37.03,0.41,0.27,2.46,0.27,2.32,1.78,15.44,0.14,2.46,1.09,0,0.27,0.41,0.55,0.14,0.27,0.14,0.41,1.37,0.27,0.27,0,0,0.27,0,2.32
