stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8,0,7,0,0,0,0,0,0,0,0,0,0,2,7,8,27,0,0,0,0,5,163,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,4.23,1.41,0,3.66,0.85,0.85,0,0,0.28,0,0.28,0,0.28,0,1.41,7.89,0.56,10.99,0,1.41,0,0,25.93,42.56,0,0,5.07,0,0,2.25,0,0,0.56,0,0,0
21Day,4.44,0,0,9.99,1.48,7.03,7.03,0,0,0,0.37,0,2.96,0.37,0.74,2.96,2.22,21.09,0,0,1.85,0,7.03,12.21,0,0.74,7.77,1.48,1.11,3.33,0,0.37,0,0,0,1.48
3Month,0.1,0.1,0,3.54,0,0,0.62,0.31,1.04,0,2.6,0.73,0.52,0.52,0.31,1.14,1.35,1.46,0.31,0,0.21,0.31,0.1,0.21,0.21,0.21,0.1,0.52,54.61,0.1,0,0,0,1.04,10.4,0.83
22Month,0,0.82,0.14,2.46,0,0,0.82,0,11.89,0.41,7.38,1.23,1.64,1.23,0.27,0,3.28,2.05,0,0.55,0.41,0,0.27,0,0.27,0.55,0.14,0,2.19,0.27,0.14,0,0,0,0,0.41
