stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,5,0,0,0,0,0,0,0,1,0,0,0,1,2,152,2,16,0,0,0,7,95,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,3.1,3.38,0,7.05,0.56,2.82,0,0,0,0,0,0,0.28,0,0,0,15.5,207.72,0.85,4.51,0.85,0,0,119.22,29.59,0.28,1.69,0,3.1,0.28,0.28,8.17,0.28,0,0.56,0,0,0
21Day,2.59,0.37,2.22,32.93,0.37,0.37,0,1.11,0,0.37,0,0,0.37,0.74,0,10.73,0.74,87.69,0,5.55,0,0.37,0.37,31.08,15.91,0,2.59,0,1.11,2.59,0.37,9.99,0.74,2.59,0,0,0.37,1.48
3Month,0.21,1.98,6.45,29.12,0.1,0,0.1,0.1,1.66,1.04,0,0,4.26,0.21,0,103.08,0.73,1.56,0.42,2.39,0,0.42,0.52,1.98,0.83,2.39,7.28,0,0,0.31,1.35,1.87,0,0,0.21,0.31,0.73,0.94
22Month,0,0.82,5.74,4.24,0.14,0,0.14,0,1.91,0.96,0.27,0,9.43,0.41,0.14,74.2,0,0.82,0.82,0.96,0,0.27,0.27,0.96,0.41,0.41,13.94,0.14,0,0,0.68,3.14,0.27,0,0,0.14,0,0
