stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,4.23,12.4,5.07,0.28,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.28
21Day,0.37,0,0.74,24.05,1.11,0,0,0.37,0,0,2.96,0.74,3.33,7.03,0.74,12.21,13.32,2.22,0,0,4.44,0,2.96,1.11,1.85,0,0,1.11,0.74,0,0.37,0,1.11,0.74,0,0,12.58
3Month,0.1,1.56,1.77,39.94,0,0.52,0.1,17.99,3.02,0,53.98,3.12,0.62,92.26,0.31,25.07,50.86,2.6,0.73,0,5.51,0.62,0.52,0.21,2.81,0.21,0,0.1,2.39,1.77,0.21,0,0,0,27.77,1.14,40.98
22Month,0.41,1.91,4.65,16.12,0,0,0,12.03,2.19,0.68,107.13,0.82,1.5,127.08,0.27,7.11,32.93,2.32,0.27,0.96,4.65,0,0.14,0,1.91,0.41,0.14,0,0.82,0.14,0,0.14,0,0,5.19,0,20.5
