stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,1.69,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0.74,0.37,0,0,0,0,1.48,0,0.37,0.37,0,0,0,0,0.37,0,0.37,0,0,0,0
3Month,0.1,0.62,0.31,29.85,0.1,0.42,41.5,1.77,0,8.95,4.06,0.1,66.88,0.62,3.43,9.57,2.5,0.52,0.21,5.51,0.62,1.98,0.21,1.35,0.1,0,0.21,0.73,4.06,0.1,0,0,0.21,0.73,0.42,10.71
22Month,0.14,3.14,1.37,14.89,0.14,0.41,16.67,2.19,0.14,56.44,0.82,1.09,59.72,0.14,1.78,8.06,10.25,0.41,1.09,2.46,0,4.78,0.14,1.37,0.96,0.14,0.27,0.27,11.75,0.41,0.14,0,0.27,0.68,0,5.47
