stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,8,0,31,6,2,0,1,0,0,0,1,0,0,0,0,4,32,33,81,0,1,0,0,20,756,0,0,0,12,0,0,0,0,0,1,0,0,0
72hpf,8.74,3.38,0,16.07,0.56,8.46,0,1.13,0,0.28,0,0.28,0,0,1.41,0,9.58,18.32,3.95,61.44,0,2.82,1.13,0,124.01,256.48,0,1.13,0,34.67,2.82,0,0,9.3,0,2.25,0,0,0
21Day,9.62,0.37,0,22.2,0.74,42.18,0,9.99,0,0,0.37,0,1.11,0,18.87,0.37,1.85,4.81,3.33,21.46,0,0,2.22,0,22.2,81.77,0.37,0.74,0,10.73,2.22,0,0,4.44,1.48,0,0.37,0,5.92
3Month,0.1,0.62,0.21,17.58,0.1,0,0.21,2.29,0.42,10.19,0,0,6.45,4.89,3.22,2.08,0.31,2.29,6.35,6.24,1.04,0,0.42,0.52,1.35,3.12,0.52,0.1,0,0,1.04,0.1,89.77,0.1,0,0.21,2.39,47.74,18.72
22Month,0.27,0.41,1.91,7.79,0,0,0.82,2.05,0.68,25.42,1.37,0,21.18,2.87,8.61,9.98,0.55,0.27,16.26,2.87,0.14,2.73,0.27,0.27,0.41,1.37,0.41,0.27,2.6,0.27,0.14,0,15.99,0,0,0.14,0,0.27,3.55
