stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.28,0.28,0,0,0,0.56,0,0,0,0,0,5.92,11.56,0,0.28,0,0,0,0,1.69,0,0,0,0,0.56,0,0,0,0,0.28,0,0,0
21Day,0.37,0,1.11,21.83,0.74,1.48,0,1.11,0.37,1.11,0,0.37,1.48,3.7,2.96,0,10.36,1.11,0.74,0,0,0.74,0,1.85,0.74,0,0,0,0,0.74,0,0.37,0,0,0,0,1.11
3Month,0.21,1.77,4.37,38.17,0.31,0,0.42,0.31,17.16,15.29,0,5.62,38.28,1.25,44.1,2.18,5.51,3.85,0.83,0.1,0,5.41,8.84,0,0,1.98,0.31,0,0,1.14,0.1,3.74,0.1,0,0.21,1.77,5.2
22Month,0,1.78,3.28,15.85,0,0,0.55,0,6.42,14.21,0.14,19.95,8.75,1.09,35.12,0.68,1.23,3.55,1.09,0,1.5,2.73,0.55,0,0,1.23,0.41,0.27,0.14,0,0,0.41,0.14,0,0,0,2.6
