stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32,6,1,54,2,0,0,0,0,0,0,42,0,0,0,0,8,3,10,69,0,1,0,0,15,638,0,0,0,31,0,0,0,0,0,0,0,0,0,0
72hpf,33.82,15.78,0,65.95,9.58,13.53,0,0.56,0,0.56,0,0,0.28,0,4.23,0.56,23.39,82.02,12.4,125.42,0,7.89,2.54,0.28,1408.68,294.81,2.54,3.38,0,93.01,1.97,0,0,139.51,1.41,0.56,9.58,0,0,0
21Day,25.53,7.77,1.85,105.82,1.11,16.28,0,2.59,0.74,6.66,0,0,2.59,3.33,24.42,4.07,11.47,37.37,23.68,61.79,0,0.37,11.1,0,374.43,86.21,0.37,4.81,0,23.31,15.17,0,2.22,93.98,4.44,18.87,5.18,0,0,24.79
3Month,0.62,7.7,2.29,101.62,0.1,0,0.73,0.21,13.31,40.57,0.1,0,13.52,88.1,6.97,36.82,10.3,43.69,40.05,23.61,4.37,0,3.54,3.95,4.58,3.95,5.72,1.77,0,1.66,3.02,0.42,31.31,11.13,0.21,0,1.25,4.68,3.22,39.42
22Month,0.41,6.15,2.19,41.81,0.27,0,1.5,0.41,9.16,64.77,2.05,0,28.56,28.01,10.25,34.57,1.91,13.53,48.78,24.87,0.68,1.37,2.87,0,4.65,3.96,9.29,0.96,0.82,2.6,0.55,0,7.93,25.83,0.41,0,1.09,0,0,29.11
