stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,6,9,2,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,2.25,0.28,3.66,0,0.28,0,0,0,0,0,0,0.28,0,0.28,10.99,0.28,1.69,0.56,0,0.56,4.51,2.54,0.28,0,0,1.13,0,0,0.28,1.13,0,0,0
21Day,0.37,0,0,2.59,0,5.55,0,4.81,0,0,0.37,0,0.37,0.37,4.44,0.74,0,2.96,1.85,1.48,0,0,0,2.96,0,0,0,0,0.37,0,0,0.37,0.37,0,0,2.96
3Month,0.1,0.62,0.52,10.09,0.1,0,0.21,1.35,0.1,1.04,4.06,0,15.71,2.7,0.83,8.53,1.56,4.06,8.95,3.43,0,0.1,1.87,0.21,0,0.94,0.1,0,0.1,0.83,6.03,0.1,0.62,1.04,0.62,11.13
22Month,0.14,0.68,0.41,3.42,0.14,0,0.27,1.09,0,0.27,3.42,0.96,25.01,0.55,1.37,5.47,0.41,1.5,5.06,0.82,0.14,0,0.14,0.27,0,0.41,0.14,0.14,0,0,2.05,0.14,0.27,0.14,0,3.96
