stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,38.33,0,0,3.66,0.28,1.97,0.28,0,0,0,0,0.28,0,1.41,6.48,0.56,5.07,0,0,0.56,0.56,589.91,21.14,0.85,3.95,6.48,0.28,0,8.46,0,0.28,1.13,0,0,0
21Day,38.11,0,0,1.85,0,4.07,1.11,0,0.37,0.37,0,1.85,1.11,0.74,1.11,2.22,5.55,0,0,0,0,142.07,7.4,1.11,3.7,2.59,4.44,0,1.85,0.74,1.85,0.74,0,0,1.48
3Month,0.1,0.1,0,2.18,0.21,0,0,0,0.42,4.99,0.73,0,0.83,0.1,0.42,1.98,1.66,0.21,0,0.1,0.42,5.51,0.1,1.56,8.43,0,0.21,7.91,0.1,0,0,0,0.21,7.59,0.73
22Month,0.41,0.96,0.14,1.09,0,0,0,0.27,1.23,14.89,0.68,0.27,0.96,0.27,0.68,5.6,1.09,0,0.41,0,0,3.01,0.27,1.37,31.02,0,0.14,5.19,0.14,0,0,0,0.27,0,0.14
