stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0.85,0.56,0,0.56,0,0,0,0,10.99,3.38,0,0.28,0,0,0,1.41,0,0,0.28,0,0,0
21Day,1.85,0.37,0,1.85,10.36,0,0.37,0,1.11,0,0,0,2.22,0.37,0,0,1.48,3.7,0,0,0.37,0,12.95,6.29,0.37,1.11,2.22,0.37,0,0.74,1.48,5.55,0.37,0,0,1.85
3Month,0.21,1.35,0,5.93,0,0.42,0.1,0.21,4.78,0.1,7.07,4.06,0.31,1.35,0.83,0.94,1.98,1.46,0.1,0,0.94,0.31,0.73,0.31,0.73,0.1,0,0.62,1.46,0,0,0,0.1,1.98,0.1,0.94
22Month,0.55,0.68,0.14,1.91,0,0,0.14,0.14,4.37,0.14,14.21,1.91,0.55,1.91,0.41,0.14,1.91,1.37,0,0.41,0.41,0.14,0,0,0.27,0.41,0,0,0.27,0.27,0.27,0,0,0.27,0,0.82
