stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,5.07,0,0.56,0,0.56,0,0,0,0,0,0,0,0.28,0,1.41,1.41,0.28,19.45,0,0,7.33,0.85,2.54,1.97,0,0,2.54,0,0,0,0,0,0,0,0,0,0
21Day,2.96,0.74,0.37,46.25,0.37,5.92,0,3.33,0,0.37,0,0.74,0,5.55,1.48,5.55,15.17,10.73,175.37,0,0,5.55,0,9.62,5.18,0,0.37,9.62,6.29,0,0,0,1.48,0.37,0.37,0,0,3.33
3Month,0.1,4.37,1.77,37.13,0.42,0,1.66,0.42,5.93,11.75,0.1,38.17,17.47,1.14,20.8,17.99,15.08,14.04,174.85,3.95,0.21,4.58,2.7,2.5,0.52,1.87,1.14,1.77,4.16,0.1,8.43,0.21,0.1,0,0.1,3.02,4.37,15.29
22Month,0.41,0.82,0.14,2.32,0,0,0.82,0.41,0.27,1.78,0.14,11.34,0.82,0.41,0.68,0.27,0.41,6.01,35.12,0.41,0.55,2.46,0,0.14,0.14,0.82,0.41,0,0.27,0,0.82,0.27,0,0,0,0,0,12.98
