stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,48,3,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0.56,0,0.28,0,0,0,0,0,0.28,0,0.28,2.25,5.92,0.28,0,0.28,0,0,0.56,0.56,0,0,0,0.28,0,0.28,0,0,0,0,0,0
21Day,1.11,0,7.77,4.81,0,1.48,0,0.37,0,0.37,0,1.11,0.37,1.48,42.18,0,1.48,12.21,3.33,0.37,0.37,1.11,0.37,7.77,2.22,0,0,0,3.33,2.59,1.85,0.37,0.74,0.37,0,0,0.74
3Month,0.52,2.39,33.49,20.91,0.1,0,0.94,0.31,13.11,10.71,0.1,42.75,9.47,1.98,715.43,2.81,4.78,64.49,9.78,2.39,0,1.77,1.87,0.83,0.1,2.18,0.83,0,0.52,9.05,82.8,0.52,0.1,0,1.98,79.36,5.82
22Month,0.14,1.5,7.79,3.28,0,0,0.27,0.14,3.96,3.01,7.24,18.31,1.5,1.23,210.17,0,0,32.11,2.87,0,1.09,0.14,0,0.27,0,0.27,0.55,0.14,0.27,0.27,19.81,0.27,0,0,0,0.41,0.14
