stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,24.05,0.37,1.48,0,0.37,0,0,0,0,0.37,0,0.37,1.11,3.7,2.22,0.74,0,0,0,0,1.48,0,0,0,0,0.37,0,0.37,0,0,0.37
3Month,0,0.21,0.1,37.34,0.1,0,0,0,0.73,1.14,0,3.74,1.35,0,1.66,2.08,4.06,4.58,0.1,0.31,0,0.52,0.42,0,0,0,0.1,0.21,0,2.5,0,0.73,1.25,3.74
22Month,0,1.09,0,11.89,0.14,0,1.09,0.27,0.14,1.64,0.55,15.71,0.68,0.68,1.5,0.14,1.09,7.24,1.23,0,0.68,0.27,0.14,0.14,0.27,0.14,0.41,0,0.14,0.68,0.27,0.14,0,1.23
