stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.97,0,4.79,0,0,0.28,0,1.41,1.69,0.28,0,0,10.43,0,0,0.28,0,0,0,0,0
21Day,1.11,0,0.37,5.18,0.37,0,0,0.37,0,0,0,0,0,0,2.22,0.37,0,4.07,0.37,39.59,0,0,0.37,0,1.48,0.37,0,0,0,41.81,1.11,0.37,0.74,0.37,0,0,0,0.74
3Month,0.21,1.14,0,10.51,0.1,0,0.31,1.04,2.91,1.14,3.22,0.1,9.26,2.08,1.46,2.81,0.62,10.19,4.58,58.56,15.91,0,3.43,1.35,0.73,0.21,0.73,1.25,0,2.18,0.94,14.56,1.14,0,0.31,1.04,15.29,37.97
22Month,0.27,1.91,0.68,3.14,0,0,0.55,0.41,0.96,0,1.78,2.19,20.77,0.55,0.68,0.96,0.14,0.68,3.01,30.88,2.73,1.09,0.41,0,0.96,0.27,0.96,2.32,0.14,0.82,0.41,10.11,1.78,0,0.14,0.14,0,16.67
