stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,35,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0
72hpf,5.36,16.63,0,2.25,1.13,0,0.85,0,0,0,0.28,0,0,1.13,0,0.56,1.97,0.28,95.55,0,0.28,5.64,0,11.27,6.48,0,0.56,89.91,0,0.28,1.13,0,0,0.85,0,0,0
21Day,11.47,7.4,0,5.92,7.77,0,2.96,0,0,0,0,0.37,0,4.44,1.11,0.37,3.7,1.85,260.84,0.37,0,14.43,0,8.88,3.33,1.48,0.37,97.31,4.81,0,0.37,0.74,1.11,2.96,0,0,0.74
3Month,0.42,7.07,0.1,2.81,0,0.52,4.68,0.83,0.52,2.81,0,6.66,1.35,2.39,1.25,0.52,1.14,1.87,88.52,11.75,0,4.58,0.52,0.21,0,0.31,0.21,1.35,0.21,6.66,0.21,0,0,0,1.35,1.46,1.35
22Month,0.68,6.42,0,0.96,0,0.55,4.78,0,0.14,2.6,9.29,14.35,1.09,5.33,0.55,0.14,0.27,6.15,61.49,2.46,0.41,5.33,0,0.27,0.14,0.96,0.14,0.27,0.14,3.69,0.41,0.27,0,0.14,1.23,0,1.09
