stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0.74,1.85,0,0,0,0,0,0,0.37,0,0,2.22,0.37,1.11,0,0.74,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0,1.11
3Month,0.21,1.14,5.2,41.71,0.21,0.73,0.1,12.07,1.66,0.1,119.83,3.33,0.21,143.02,2.08,9.26,3.85,3.43,1.87,0.1,1.87,9.15,1.14,0.21,4.26,0.42,0,0.1,1.66,4.89,0.1,0,1.35,1.87,2.5
22Month,0.14,0.55,6.97,23.23,0.14,0.82,0,4.24,1.91,9.29,149.36,1.23,0.55,121.48,1.78,4.78,2.19,4.37,0.27,5.6,0.68,0.41,0,0,2.6,0,0.27,0,0.41,2.05,0.41,0.14,0.96,0,0.96
