stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,9,0,0,0,0,0,0,0,0,0,1,1,11,7,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.41,0,9.3,1.13,0,0,0,0,0,0,0,0,0.56,7.33,0.85,12.12,0,0.85,0,0,3.66,3.95,0,0,0,9.3,0,0,1.97,0,0,0.56,0,0,0
21Day,2.22,0.74,0.37,17.39,0.74,1.48,0,0,0,0.37,0,1.48,0.74,0.37,7.4,3.33,7.77,0,0,1.48,0,2.59,1.85,0,0.37,0,2.22,0.37,0,0,0,0.37,0,0.37,0,1.48
3Month,0.1,0.1,0.1,7.49,0,0,0.31,2.29,0,4.89,1.04,0.31,0.83,0.31,3.74,1.66,1.98,1.56,0,0.42,0.31,0,0.1,0.31,0,0,0,0.21,0.52,0,0,0,0.1,1.25,0.1,1.46
22Month,0,2.6,0.27,5.88,0,0,0.14,1.64,1.37,10.52,0.27,0.41,1.5,0.27,0.96,2.19,3.83,0.14,0.82,0.55,0,0,0,0.14,0,0.14,0,0,0,0.27,0.14,0,0,0.55,0,0.14
