stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,1.13,0.56,0.56,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0
21Day,1.11,0,0.37,1.85,0,1.48,0,0,0,0,0,0,23.31,0,0.37,0.37,0,1.11,0,1.11,0,0.74,0,0,2.59,0,0,0,0,1.48,3.33,0,0,1.11,0,0.37,0,0,0.37
3Month,0.31,2.81,5.1,30.06,0.1,0,8.32,0.31,0.1,6.45,7.49,0,1046.41,6.66,0.73,27.98,5.82,7.39,6.45,9.05,0.94,1.77,2.18,3.02,1.66,0,1.14,2.5,0,0.62,19.76,0.1,8.63,0.52,0,0.31,4.26,5.3,9.67
22Month,1.09,3.14,3.28,9.02,0.14,0,9.29,0.55,0,1.78,8.75,2.87,2103.99,1.91,0.82,14.76,0.68,1.5,6.29,11.34,0.14,97.43,2.32,0.14,0.55,0.14,1.23,5.6,0.96,0.55,6.01,0,1.64,1.09,0.68,0,0.41,0,4.1
