stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,22.55,16.35,1.41,0,0,0,0,0,0,0,0,0,1.13,79.2,0,14.09,0,0.28,0,0,26.21,21.42,0.28,0.56,22.27,0,0,16.35,0,0.56,0,0,0
21Day,1.11,0,0,76.96,1.11,2.59,0,0.37,0,0.37,0,0,0.37,0,0,0.37,37,1.48,2.22,0,0,0,0,4.07,1.85,0,1.85,1.85,1.11,0,0.74,0.37,0.74,0,0,0.74
3Month,0,0.31,0,38.9,0,0,0.42,0,0.21,0.1,0,1.77,1.14,0.1,0.94,0.73,25.8,0.62,0.52,0.21,0,0.1,0.21,0,0,0.21,0,0.1,0,0.62,0,0,0,0.1,0.21,0.52
22Month,0,0.14,0.14,2.73,0,0,0,0,0,0.41,0.41,4.78,0.27,0,0.27,0.14,2.05,0,0,0,0,0,0,0,0,0.14,0,0,0,0,6.15,0.68,0,0,0,0
