stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,5,43,156,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,47.91,3.1,0,14.94,3.38,25.93,0,0.28,0,0.85,0,0,0,0.28,0,6.48,43.97,3.1,28.75,0,2.54,0.56,0.28,2812,173.34,1.13,2.25,0,44.25,0.56,0,20.29,0.85,4.23,1.69,0,0,0.28
21Day,5.92,0.37,0.37,10.73,0,8.14,0,2.59,0,0,0,1.48,0,1.11,1.48,0.74,7.77,2.22,9.99,0,0,1.11,0,315.97,18.5,0.37,0,0,5.18,7.4,0,2.96,0.74,2.59,1.48,0.37,0,0.37
3Month,0.21,0.1,0,1.56,0,0,0,0,0.21,0.42,0.1,2.39,0.73,0.31,0.62,1.25,0.42,0.31,0.31,0,0,0.21,2.91,0.83,0.52,0,0,0,0,0.21,11.03,0,0,0,0,0.31,17.68,0.21
22Month,0,0.41,0.14,1.64,0,0,0.14,0,0,0.27,0.27,10.93,0.14,0.14,1.37,0,0.14,0,0.55,0.14,0.14,0.41,0.27,0.68,0.27,0,0,0.55,0,0.14,5.33,0.27,0,0,0,0,0,0.14
