stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,231,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,4.79,0,0,0,0,0,0,0.56,9.3,0.28,0,0.28,0,0,0.28,1.41,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,2.96,0,0.74,0,0.74,0,0,25.53,0,0.37,54.76,1.11,0,0,0.74,50.69,1.48,0,0,0.74,0,2.22,1.85,0,0,0,0.74,0.74,0,0,0,0.37,0.74,0,0,0
3Month,2.6,12.27,7.07,81.24,0.62,0,3.95,1.14,0.52,17.27,552.02,0.52,176.41,2545.5,3.74,60.02,10.71,28.5,411.18,54.82,17.47,0.83,13.21,8.84,5.1,1.14,6.14,3.95,0,2.81,15.08,10.92,22.57,2.5,0.21,0.62,15.81,42.65,28.71
22Month,1.78,8.2,1.91,17.22,0.41,0,14.21,0.82,0,4.37,1429.22,2.73,103.85,708.25,2.05,8.47,1.37,3.42,636.38,21.73,0.82,8.06,4.51,0.14,1.91,0.82,2.19,3.96,1.37,0.68,2.46,0.27,1.91,3.69,2.6,0,0.96,0.14,7.11
