stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,47,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,1.41,0.56,0,1.97,0.85,0.28,0,0,0,0,0,0,0,0,0,0.56,1.69,0,5.36,0,0.56,0,0,8.46,11.56,0,0,0,1.41,0.56,0,1.41,0,0,0,0,0
21Day,1.11,0,0,2.59,0,2.59,0,0.74,0,0,0,0,0,1.85,1.48,0.74,1.48,0,3.33,0,0,0,0,1.48,1.48,0,0.74,0,1.48,0.37,0,0.37,0.37,0,0,0,0.37
3Month,0.1,0.73,0.21,5.62,0,0,0.31,0.1,0.52,0.94,0.1,13.52,0.62,0.31,4.37,0.83,2.39,1.98,1.98,0.31,0,0.1,0.62,0.21,0.21,0.42,0.21,0,0.42,0.42,18.83,0.42,0,0.1,0.94,5.93,0.73
22Month,0,0.27,0.14,1.37,0,0,0,0,0.41,0.55,0.55,12.16,0.55,0.14,2.46,0.14,0,1.09,0.96,0,0.27,0,0,0,0,0.14,0.14,0.14,0,0.14,0.96,0.14,0,0,0,0,0
