stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0.56,0,0,0,0.28,0,0,0
21Day,0.37,0,0,1.11,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0
3Month,0,0.42,0,3.22,0,0.1,0.42,0,0.31,0.1,0.31,0.1,0.31,0.31,0.42,0.1,0,0,0,0.73,0,0.21,0.1,0.62
22Month,0,0,0.14,0.27,0,0,0,0.14,1.09,0,0.55,0,0,0,0,0,0,0.14,0.14,0.14,0.14,0,0,0.14
