stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,4,2,4,5,0,0,0,0,5,32,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,1.69,0,0.56,0,0,0,0.28,0,0,0,0,0,0,8.17,4.79,0.28,1.97,0,0.56,0,0.56,3.95,2.82,0,0.28,0,1.97,0,0,0.85,0,0.28,0,0,0
21Day,1.85,0,0,9.99,0.74,4.07,0,0.37,0,0,0,0,1.85,0,0.74,1.11,5.55,5.55,1.11,7.4,0,0,0.74,0,5.55,1.85,0,0.37,0,2.59,2.22,0,0,0.74,0.74,0,0,1.11
3Month,0.1,0.52,0.52,16.43,0.1,0,0.42,0.31,1.35,1.87,0,0,46.08,3.64,0.94,11.75,17.68,5.62,4.58,4.89,1.46,0.1,0.94,0.83,0.62,0,0.83,0.21,0,0.1,2.91,19.97,0.21,0,0,1.56,20.18,1.98
22Month,0.41,6.56,3.01,19.68,0,0,1.5,1.37,2.73,11.75,8.2,0,372.51,11.62,7.52,40.58,3.69,5.06,12.71,23.23,0.96,14.48,3.42,0.27,1.64,0.41,1.91,1.37,1.09,0.82,0.82,7.11,0.55,0.68,0,0.41,0.14,4.37
